"","p","s","d","v","el","vp","klast"
"2421",0.55,14,56,1,76,1.066418546,0
"2422",0.55,15,56,0,76,0.955500782,0
"2423",0.55,15,56,0,76,0.916414238,0
"2424",0.55,16,56,0,76,0.980481688,0
"2425",0.55,13,56,0,76,0.991773493,0
"2426",0.55,13,56,0,76,0.890928611,0
"2427",0.55,12,56,1,76,1.026269637,0
"2428",0.55,13,56,0,76,1.001791637,0
"2429",0.55,15,56,1,76,1.072443622,0
"2430",0.55,13,56,0,76,0.967453603,0
"2431",0.55,13,61,1,76,1.072915803,0
"2432",0.55,15,61,0,76,0.901082384,0
"2433",0.55,14,61,0,76,0.949019785,0
"2434",0.55,15,61,0,76,1.000948629,0
"2435",0.55,15,61,0,76,0.979020459,0
"2436",0.55,15,61,0,76,0.87834209,0
"2437",0.55,11,61,0,76,1.002600746,0
"2438",0.55,14,61,0,76,1.004683814,0
"2439",0.55,17,61,1,76,1.16723865,0
"2440",0.55,16,61,1,76,1.015798608,0
"2441",0.55,12,66,1,76,1.013829537,0
"2442",0.55,13,66,0,76,0.949497666,0
"2443",0.55,14,66,0,76,0.940027653,0
"2444",0.55,14,66,1,76,1.005571573,0
"2445",0.55,15,66,0,76,0.964657615,0
"2446",0.55,16,66,0,76,0.915123442,0
"2447",0.55,15,66,0,76,0.985967236,0
"2448",0.55,15,66,1,76,1.012261443,0
"2449",0.55,16,66,1,76,1.096743797,0
"2450",0.55,17,66,0,76,0.992553665,0
"2451",0.55,13,71,1,76,1.01085752,0
"2452",0.55,13,71,0,76,0.931685006,0
"2453",0.55,15,71,0,76,0.943837845,0
"2454",0.55,15,71,0,76,0.993985499,0
"2455",0.55,14,71,0,76,0.960569603,0
"2456",0.55,14,71,0,76,0.952745076,0
"2457",0.55,16,71,1,76,1.019596919,0
"2458",0.55,15,71,1,76,1.023243605,0
"2459",0.55,14,71,1,76,1.053210602,0
"2460",0.55,15,71,0,76,0.966896321,0
"2461",0.55,13,76,0,76,0.995035752,0
"2462",0.55,13,76,0,76,0.928530974,0
"2463",0.55,14,76,0,76,0.934577036,0
"2464",0.55,14,76,0,76,0.984409398,0
"2465",0.55,16,76,0,76,0.975721232,0
"2466",0.55,13,76,0,76,0.954018442,0
"2467",0.55,17,76,1,76,1.011711619,0
"2468",0.55,14,76,1,76,1.030545494,0
"2469",0.55,16,76,1,76,1.03680142,0
"2470",0.55,15,76,0,76,0.994447545,0
"2471",0.55,14,81,1,76,1.006542906,0
"2472",0.55,15,81,0,76,0.930628243,0
"2473",0.55,15,81,0,76,0.935634713,0
"2474",0.55,14,81,0,76,0.969717927,0
"2475",0.55,15,81,0,76,0.956176926,0
"2476",0.55,14,81,0,76,0.952150929,0
"2477",0.55,15,81,0,76,1.004037556,0
"2478",0.55,13,81,1,76,1.009125222,0
"2479",0.55,12,81,1,76,1.042183018,0
"2480",0.55,16,81,0,76,0.974159062,0
"2481",0.55,12,86,1,76,1.005399112,0
"2482",0.55,14,86,0,76,0.936458231,0
"2483",0.55,14,86,0,76,0.950947054,0
"2484",0.55,14,86,0,76,0.978143835,0
"2485",0.55,13,86,0,76,0.937786115,0
"2486",0.55,13,86,0,76,0.99121033,0
"2487",0.55,13,86,0,76,1.004612702,0
"2488",0.55,14,86,0,76,0.981431872,0
"2489",0.55,17,86,1,76,1.079300652,0
"2490",0.55,12,86,0,76,0.982011093,0
"2491",0.55,7,91,0,76,0.9893685,0
"2492",0.55,12,91,0,76,0.949119747,0
"2493",0.55,13,91,0,76,0.930889855,0
"2494",0.55,11,91,0,76,1.00099294,0
"2495",0.55,12,91,0,76,0.966047995,0
"2496",0.55,15,91,0,76,0.986445367,0
"2497",0.55,12,91,1,76,1.007212343,0
"2498",0.55,12,91,0,76,0.995686764,0
"2499",0.55,12,91,1,76,1.031532206,0
"2500",0.55,14,91,0,76,0.975960146,0
"2501",0.55,10,96,0,76,1.002213111,0
"2502",0.55,10,96,0,76,0.978941237,0
"2503",0.55,7,96,0,76,0.998848118,0
"2504",0.55,9,96,0,76,0.987982195,0
"2505",0.55,9,96,0,76,0.975186963,0
"2506",0.55,10,96,0,76,0.980944183,0
"2507",0.55,14,96,0,76,0.988807028,0
"2508",0.55,15,96,0,76,0.973413782,0
"2509",0.55,13,96,1,76,1.058187058,0
"2510",0.55,15,96,0,76,0.984244203,0
"2511",0.55,10,101,1,76,1.006477803,0
"2512",0.55,9,101,0,76,0.974647194,0
"2513",0.55,10,101,0,76,0.977038597,0
"2514",0.55,10,101,1,76,1.009677949,0
"2515",0.55,7,101,0,76,0.9652631,0
"2516",0.55,10,101,0,76,0.994511905,0
"2517",0.55,14,101,0,76,1.004837271,0
"2518",0.55,16,101,0,76,0.971366972,0
"2519",0.55,15,101,1,76,1.065526697,0
"2520",0.55,15,101,0,76,0.969770301,0
"2521",0.55,10,106,0,76,0.993436163,0
"2522",0.55,11,106,0,76,0.952210629,0
"2523",0.55,10,106,0,76,0.961733634,0
"2524",0.55,9,106,0,76,0.98033793,0
"2525",0.55,13,106,0,76,0.988633638,0
"2526",0.55,7,106,0,76,0.981007181,0
"2527",0.55,8,106,0,76,0.953482192,0
"2528",0.55,10,106,0,76,0.990065879,0
"2529",0.55,12,106,1,76,1.013594106,0
"2530",0.55,13,106,0,76,0.98177592,0
"2531",0.55,10,111,1,76,1.005513633,0
"2532",0.55,11,111,0,76,0.985791564,0
"2533",0.55,9,111,0,76,0.984996093,0
"2534",0.55,11,111,0,76,0.996396351,0
"2535",0.55,10,111,0,76,0.980375148,0
"2536",0.55,10,111,0,76,0.975691738,0
"2537",0.55,8,111,0,76,0.984759842,0
"2538",0.55,8,111,0,76,0.982462565,0
"2539",0.55,7,111,1,76,1.027730882,0
"2540",0.55,13,111,0,76,0.977536089,0
"2541",0.55,10,116,1,76,1.01703605,0
"2542",0.55,8,116,0,76,0.984316641,0
"2543",0.55,11,116,0,76,0.982949638,0
"2544",0.55,11,116,0,76,0.999668749,0
"2545",0.55,9,116,0,76,0.986451308,0
"2546",0.55,8,116,0,76,0.987709957,0
"2547",0.55,9,116,0,76,0.974334438,0
"2548",0.55,8,116,0,76,0.980983385,0
"2549",0.55,9,116,0,76,0.980701953,0
"2550",0.55,9,116,0,76,0.974770328,0
"2551",0.55,8,121,1,76,1.01566382,0
"2552",0.55,9,121,0,76,0.999279912,0
"2553",0.55,8,121,0,76,0.958475722,0
"2554",0.55,8,121,0,76,0.951291388,0
"2555",0.55,10,121,0,76,0.988869054,0
"2556",0.55,11,121,0,76,0.992283511,0
"2557",0.55,13,121,0,76,0.992419129,0
"2558",0.55,10,121,0,76,0.967180486,0
"2559",0.55,12,121,0,76,0.980366503,0
"2560",0.55,9,121,0,76,0.975435458,0
"2561",0.55,9,126,1,76,1.028196065,0
"2562",0.55,8,126,0,76,0.996336087,0
"2563",0.55,10,126,0,76,0.990683359,0
"2564",0.55,7,126,0,76,0.996630227,0
"2565",0.55,8,126,0,76,0.998167095,0
"2566",0.55,7,126,0,76,0.976001013,0
"2567",0.55,9,126,0,76,0.985496879,0
"2568",0.55,8,126,0,76,0.968010875,0
"2569",0.55,9,126,0,76,0.989417495,0
"2570",0.55,10,126,0,76,1.001622513,0
"2571",0.55,6,131,1,76,1.023013515,0
"2572",0.55,8,131,0,76,0.99680458,0
"2573",0.55,8,131,0,76,0.994975798,0
"2574",0.55,9,131,0,76,0.99115761,0
"2575",0.55,8,131,0,76,0.994555778,0
"2576",0.55,7,131,0,76,0.994227393,0
"2577",0.55,7,131,0,76,0.974741874,0
"2578",0.55,9,131,0,76,0.964696709,0
"2579",0.55,7,131,0,76,0.995018754,0
"2580",0.55,7,131,0,76,0.998328065,0
"2581",0.55,7,136,1,76,1.027207391,0
"2582",0.55,7,136,0,76,0.997090819,0
"2583",0.55,6,136,0,76,0.998935929,0
"2584",0.55,6,136,0,76,0.999004296,0
"2585",0.55,6,136,0,76,0.995516432,0
"2586",0.55,6,136,0,76,0.998723666,0
"2587",0.55,8,136,0,76,0.967334025,0
"2588",0.55,7,136,0,76,0.968993838,0
"2589",0.55,9,136,0,76,0.993971311,0
"2590",0.55,9,136,0,76,0.995566959,0
"2591",0.55,8,141,1,76,1.023871636,0
"2592",0.55,6,141,0,76,1.002052023,0
"2593",0.55,7,141,0,76,0.998953353,0
"2594",0.55,6,141,0,76,1.000348582,0
"2595",0.55,6,141,0,76,0.999341734,0
"2596",0.55,7,141,0,76,0.995754342,0
"2597",0.55,8,141,0,76,0.96667343,0
"2598",0.55,9,141,0,76,0.966931026,0
"2599",0.55,10,141,0,76,0.987670177,0
"2600",0.55,10,141,0,76,0.992666549,0
"2601",0.55,9,146,1,76,1.034623968,0
"2602",0.55,8,146,0,76,0.999380911,0
"2603",0.55,7,146,0,76,1.000388743,0
"2604",0.55,6,146,0,76,1.00061263,0
"2605",0.55,10,146,0,76,0.982049737,0
"2606",0.55,11,146,0,76,0.996652476,0
"2607",0.55,10,146,0,76,0.977684096,0
"2608",0.55,12,146,0,76,0.950720441,0
"2609",0.55,11,146,0,76,0.963710564,0
"2610",0.55,10,146,0,76,0.985563303,0
"2611",0.55,10,151,1,76,1.041692931,0
"2612",0.55,9,151,0,76,1.000870329,0
"2613",0.55,8,151,0,76,1.000790002,0
"2614",0.55,9,151,0,76,0.995987081,0
"2615",0.55,11,151,0,76,0.981076083,0
"2616",0.55,11,151,0,76,0.998877912,0
"2617",0.55,8,151,0,76,0.965913704,0
"2618",0.55,8,151,0,76,0.968043436,0
"2619",0.55,10,151,0,76,0.98070132,0
"2620",0.55,9,151,0,76,0.998833323,0
"2621",0.55,7,156,1,76,1.032869158,0
"2622",0.55,7,156,0,76,1.003416427,0
"2623",0.55,6,156,1,76,1.023016892,0
"2624",0.55,9,156,1,76,1.027594143,0
"2625",0.55,7,156,0,76,1.000415761,0
"2626",0.55,7,156,0,76,0.952971046,0
"2627",0.55,8,156,0,76,0.966173495,0
"2628",0.55,6,156,0,76,0.97286511,0
"2629",0.55,8,156,0,76,0.994174182,0
"2630",0.55,8,156,1,76,1.01218557,0
"2631",0.55,11,161,1,76,1.023878671,0
"2632",0.55,8,161,0,76,1.003467538,0
"2633",0.55,9,161,0,76,1.001499177,0
"2634",0.55,10,161,1,76,1.02822939,0
"2635",0.55,10,161,0,76,0.998013519,0
"2636",0.55,7,161,0,76,0.953201885,0
"2637",0.55,9,161,0,76,0.965726071,0
"2638",0.55,7,161,0,76,0.947804778,0
"2639",0.55,8,161,0,76,0.992208826,0
"2640",0.55,8,161,0,76,0.999775406,0
"2641",0.55,7,166,1,76,1.006406694,0
"2642",0.55,9,166,1,76,1.021442828,0
"2643",0.55,8,166,1,76,1.024758193,0
"2644",0.55,10,166,1,76,1.020552616,0
"2645",0.55,11,166,1,76,1.021629054,0
"2646",0.55,10,166,0,76,0.946654348,0
"2647",0.55,10,166,0,76,0.954018611,0
"2648",0.55,8,166,0,76,0.960703613,0
"2649",0.55,9,166,0,76,0.982847362,0
"2650",0.55,10,166,0,76,1.002279486,0
"2651",0.55,8,171,0,76,1.000699903,0
"2652",0.55,9,171,1,76,1.017904555,0
"2653",0.55,8,171,1,76,1.022407177,0
"2654",0.55,9,171,1,76,1.019687392,0
"2655",0.55,11,171,1,76,1.019493656,0
"2656",0.55,11,171,0,76,0.984811521,0
"2657",0.55,9,171,0,76,0.986352123,0
"2658",0.55,9,171,0,76,0.984506404,0
"2659",0.55,11,171,0,76,0.983479694,0
"2660",0.55,10,171,1,76,1.008108468,0
"2661",0.55,8,176,0,76,1.001097004,0
"2662",0.55,9,176,1,76,1.014031997,0
"2663",0.55,9,176,1,76,1.015042952,0
"2664",0.55,10,176,1,76,1.012523012,0
"2665",0.55,9,176,0,76,0.990699736,0
"2666",0.55,9,176,1,76,1.007063646,0
"2667",0.55,10,176,0,76,1.003739342,0
"2668",0.55,11,176,1,76,1.007476071,0
"2669",0.55,11,176,0,76,0.977591525,0
"2670",0.55,10,176,1,76,1.006467746,0
"2671",0.55,9,181,0,76,1.001842676,0
"2672",0.55,10,181,1,76,1.016273061,0
"2673",0.55,9,181,1,76,1.015870458,0
"2674",0.55,10,181,1,76,1.013618116,0
"2675",0.55,9,181,1,76,1.012289521,0
"2676",0.55,9,181,1,76,1.007537047,0
"2677",0.55,9,181,0,76,1.003323985,0
"2678",0.55,11,181,1,76,1.007694912,0
"2679",0.55,10,181,0,76,0.977000834,0
"2680",0.55,11,181,1,76,1.010976679,0
"2681",0.55,10,186,0,76,1.003407527,0
"2682",0.55,10,186,1,76,1.015593787,0
"2683",0.55,10,186,0,76,0.997445326,0
"2684",0.55,9,186,1,76,1.010739692,0
"2685",0.55,11,186,1,76,1.015543631,0
"2686",0.55,10,186,0,76,1.004589593,0
"2687",0.55,10,186,0,76,1.003012821,0
"2688",0.55,11,186,1,76,1.005056236,0
"2689",0.55,10,186,0,76,0.976641073,0
"2690",0.55,11,186,1,76,1.017134017,0
"2691",0.55,8,191,0,76,1.004839086,0
"2692",0.55,9,191,1,76,1.015164212,0
"2693",0.55,9,191,0,76,0.996078796,0
"2694",0.55,9,191,1,76,1.011362182,0
"2695",0.55,10,191,1,76,1.009177344,0
"2696",0.55,9,191,0,76,1.000907648,0
"2697",0.55,9,191,0,76,1.003437733,0
"2698",0.55,10,191,1,76,1.005326881,0
"2699",0.55,11,191,0,76,0.980294102,0
"2700",0.55,11,191,1,76,1.018291929,0
"2701",0.55,8,196,0,76,1.003094364,0
"2702",0.55,9,196,1,76,1.013636702,0
"2703",0.55,7,196,0,76,0.990172019,0
"2704",0.55,10,196,1,76,1.017745047,0
"2705",0.55,8,196,1,76,1.006121155,0
"2706",0.55,8,196,0,76,1.002200352,0
"2707",0.55,9,196,0,76,0.996783944,0
"2708",0.55,10,196,0,76,1.002281883,0
"2709",0.55,11,196,0,76,1.00360741,0
"2710",0.55,11,196,1,76,1.021486189,0
"2711",0.55,10,201,0,76,1.004728514,0
"2712",0.55,9,201,1,76,1.013518815,0
"2713",0.55,11,201,0,76,0.99578049,0
"2714",0.55,10,201,1,76,1.018035514,0
"2715",0.55,10,201,1,76,1.022843949,0
"2716",0.55,10,201,0,76,1.002343775,0
"2717",0.55,10,201,0,76,0.998700227,0
"2718",0.55,11,201,0,76,1.003572128,0
"2719",0.55,11,201,0,76,1.001627505,0
"2720",0.55,11,201,1,76,1.022298902,0
"2721",0.55,10,206,0,76,1.003888834,0
"2722",0.55,10,206,1,76,1.011410958,0
"2723",0.55,10,206,0,76,0.99713126,0
"2724",0.55,10,206,1,76,1.01935324,0
"2725",0.55,10,206,1,76,1.021763724,0
"2726",0.55,9,206,0,76,0.996860299,0
"2727",0.55,10,206,1,76,1.018635855,0
"2728",0.55,11,206,0,76,1.000842787,0
"2729",0.55,11,206,1,76,1.00893848,0
"2730",0.55,11,206,0,76,1.003706132,0
"2731",0.55,10,211,0,76,1.004377422,0
"2732",0.55,10,211,0,76,1.003661466,0
"2733",0.55,10,211,0,76,0.997229775,0
"2734",0.55,10,211,1,76,1.018179669,0
"2735",0.55,10,211,1,76,1.0203986,0
"2736",0.55,9,211,1,76,1.011767049,0
"2737",0.55,11,211,1,76,1.024385117,0
"2738",0.55,11,211,1,76,1.011140998,0
"2739",0.55,11,211,1,76,1.008424102,0
"2740",0.55,11,211,0,76,1.004867685,0
"2741",0.55,10,216,0,76,1.004602849,0
"2742",0.55,10,216,0,76,0.978604442,0
"2743",0.55,10,216,0,76,0.968893809,0
"2744",0.55,10,216,0,76,0.993563621,0
"2745",0.55,10,216,1,76,1.019172079,0
"2746",0.55,9,216,1,76,1.01115798,0
"2747",0.55,11,216,1,76,1.022969769,0
"2748",0.55,11,216,0,76,1.001787175,0
"2749",0.55,11,216,1,76,1.007969333,0
"2750",0.55,11,216,1,76,1.005983937,0
"2751",0.55,11,221,0,76,0.999450146,0
"2752",0.55,10,221,0,76,0.979783713,0
"2753",0.55,11,221,0,76,0.968658773,0
"2754",0.55,10,221,0,76,0.969642199,0
"2755",0.55,9,221,1,76,1.020407376,0
"2756",0.55,11,221,1,76,1.007075148,0
"2757",0.55,11,221,1,76,1.022732948,0
"2758",0.55,11,221,1,76,1.011428376,0
"2759",0.55,11,221,1,76,1.007764404,0
"2760",0.55,11,221,1,76,1.005753483,0
"2761",0.55,6,226,0,76,1.004893821,0
"2762",0.55,8,226,0,76,0.991218016,0
"2763",0.55,10,226,0,76,0.972874095,0
"2764",0.55,9,226,0,76,0.975495765,0
"2765",0.55,8,226,1,76,1.014260712,0
"2766",0.55,8,226,0,76,0.993153192,0
"2767",0.55,7,226,1,76,1.019877957,0
"2768",0.55,6,226,0,76,0.992773073,0
"2769",0.55,7,226,0,76,1.004948953,0
"2770",0.55,10,226,1,76,1.007270612,0
"2771",0.55,6,231,1,76,1.005017797,0
"2772",0.55,8,231,0,76,0.990680106,0
"2773",0.55,9,231,0,76,0.973416933,0
"2774",0.55,9,231,0,76,0.975753398,0
"2775",0.55,6,231,1,76,1.014229079,0
"2776",0.55,8,231,0,76,0.994732854,0
"2777",0.55,7,231,1,76,1.020686859,0
"2778",0.55,7,231,0,76,1.004869293,0
"2779",0.55,7,231,1,76,1.005029466,0
"2780",0.55,10,231,1,76,1.008899779,0
"2781",0.55,6,236,1,76,1.005155617,0
"2782",0.55,8,236,1,76,1.006763772,0
"2783",0.55,10,236,0,76,0.970040247,0
"2784",0.55,9,236,0,76,0.979804982,0
"2785",0.55,9,236,1,76,1.014904051,0
"2786",0.55,7,236,0,76,0.994581871,0
"2787",0.55,8,236,1,76,1.015509798,0
"2788",0.55,7,236,0,76,1.003360676,0
"2789",0.55,10,236,1,76,1.006922951,0
"2790",0.55,9,236,1,76,1.006737693,0
"2791",0.55,6,241,1,76,1.005363778,0
"2792",0.55,8,241,1,76,1.007014694,0
"2793",0.55,7,241,0,76,0.989944132,0
"2794",0.55,8,241,0,76,0.987426647,0
"2795",0.55,10,241,1,76,1.017181295,0
"2796",0.55,9,241,0,76,1.004817547,0
"2797",0.55,8,241,1,76,1.015533973,0
"2798",0.55,10,241,0,76,1.003538029,0
"2799",0.55,9,241,1,76,1.015035369,0
"2800",0.55,9,241,1,76,1.007525297,0
"2801",0.55,6,246,1,76,1.005513755,0
"2802",0.55,7,246,1,76,1.006186053,0
"2803",0.55,7,246,1,76,1.006073979,0
"2804",0.55,8,246,0,76,0.990252982,0
"2805",0.55,10,246,1,76,1.010220131,0
"2806",0.55,10,246,1,76,1.008853934,0
"2807",0.55,7,246,1,76,1.016849342,0
"2808",0.55,7,246,0,76,0.997167457,0
"2809",0.55,9,246,1,76,1.013902937,0
"2810",0.55,9,246,1,76,1.009325697,0
"2811",0.55,6,251,1,76,1.005668366,0
"2812",0.55,8,251,0,76,1.000025324,0
"2813",0.55,7,251,1,76,1.006216849,0
"2814",0.55,9,251,0,76,0.999120305,0
"2815",0.55,10,251,1,76,1.009420769,0
"2816",0.55,10,251,1,76,1.009427396,0
"2817",0.55,10,251,1,76,1.017998801,0
"2818",0.55,8,251,1,76,1.005173173,0
"2819",0.55,10,251,1,76,1.013276316,0
"2820",0.55,9,251,0,76,0.99719485,0
"2821",0.55,7,256,1,76,1.005112021,0
"2822",0.55,8,256,1,76,1.009968972,0
"2823",0.55,7,256,1,76,1.008122504,0
"2824",0.55,9,256,0,76,0.998863014,0
"2825",0.55,10,256,1,76,1.009439763,0
"2826",0.55,10,256,1,76,1.009916838,0
"2827",0.55,10,256,1,76,1.01870765,0
"2828",0.55,10,256,1,76,1.021726623,0
"2829",0.55,9,256,1,76,1.00560576,0
"2830",0.55,10,256,0,76,0.998242937,0
"2831",0.55,9,261,1,76,1.007082136,0
"2832",0.55,8,261,1,76,1.006157652,0
"2833",0.55,6,261,1,76,1.005890396,0
"2834",0.55,9,261,0,76,1.000290115,0
"2835",0.55,9,261,1,76,1.006568036,0
"2836",0.55,9,261,0,76,1.002277556,0
"2837",0.55,10,261,1,76,1.018920086,0
"2838",0.55,9,261,1,76,1.021593245,0
"2839",0.55,10,261,1,76,1.008589379,0
"2840",0.55,10,261,0,76,0.997489954,0
"2841",0.55,8,266,1,76,1.006814252,0
"2842",0.55,8,266,1,76,1.015215991,0
"2843",0.55,6,266,1,76,1.006030965,0
"2844",0.55,9,266,0,76,0.999248046,0
"2845",0.55,9,266,1,76,1.006796126,0
"2846",0.55,9,266,0,76,1.000412148,0
"2847",0.55,8,266,1,76,1.009954629,0
"2848",0.55,9,266,1,76,1.013293811,0
"2849",0.55,9,266,0,76,0.998043421,0
"2850",0.55,10,266,0,76,0.998281018,0
"2851",0.55,11,271,1,76,1.014000051,0
"2852",0.55,8,271,1,76,1.014430678,0
"2853",0.55,8,271,1,76,1.008673291,0
"2854",0.55,9,271,0,76,0.998778648,0
"2855",0.55,9,271,0,76,1.004263891,0
"2856",0.55,9,271,0,76,1.000967583,0
"2857",0.55,10,271,1,76,1.006047393,0
"2858",0.55,9,271,1,76,1.014002249,0
"2859",0.55,9,271,0,76,0.998123918,0
"2860",0.55,9,271,0,76,0.999589598,0
"2861",0.55,8,276,1,76,1.008243697,0
"2862",0.55,8,276,1,76,1.023459228,0
"2863",0.55,9,276,1,76,1.008729906,0
"2864",0.55,8,276,0,76,0.99513094,0
"2865",0.55,9,276,0,76,1.004473694,0
"2866",0.55,9,276,0,76,1.00147843,0
"2867",0.55,10,276,1,76,1.006006906,0
"2868",0.55,9,276,1,76,1.014593032,0
"2869",0.55,9,276,0,76,0.99818026,0
"2870",0.55,9,276,0,76,0.998111242,0
"2871",0.55,8,281,1,76,1.007841394,0
"2872",0.55,9,281,1,76,1.015251981,0
"2873",0.55,10,281,1,76,1.009394962,0
"2874",0.55,9,281,0,76,0.995791345,0
"2875",0.55,9,281,1,76,1.00534942,0
"2876",0.55,9,281,0,76,1.002176446,0
"2877",0.55,9,281,1,76,1.005329307,0
"2878",0.55,9,281,1,76,1.014762256,0
"2879",0.55,8,281,1,76,1.005332061,0
"2880",0.55,9,281,0,76,0.997930306,0
"2881",0.55,9,286,1,76,1.008866054,0
"2882",0.55,9,286,1,76,1.023268594,0
"2883",0.55,10,286,1,76,1.009043122,0
"2884",0.55,9,286,0,76,0.995474537,0
"2885",0.55,9,286,1,76,1.005573325,0
"2886",0.55,9,286,0,76,1.002637464,0
"2887",0.55,9,286,1,76,1.00505514,0
"2888",0.55,9,286,1,76,1.010372268,0
"2889",0.55,9,286,0,76,0.998471452,0
"2890",0.55,9,286,0,76,0.998591883,0
"2891",0.55,9,291,1,76,1.009465205,0
"2892",0.55,9,291,1,76,1.022829993,0
"2893",0.55,10,291,1,76,1.010454365,0
"2894",0.55,9,291,0,76,0.989791645,0
"2895",0.55,9,291,0,76,1.001671995,0
"2896",0.55,9,291,0,76,0.973156543,0
"2897",0.55,9,291,1,76,1.006722136,0
"2898",0.55,9,291,1,76,1.01065354,0
"2899",0.55,9,291,0,76,0.998568674,0
"2900",0.55,9,291,0,76,0.999297904,0
"2901",0.55,9,296,1,76,1.010012761,0
"2902",0.55,7,296,1,76,1.020587798,0
"2903",0.55,10,296,1,76,1.01060688,0
"2904",0.55,9,296,0,76,0.98963264,0
"2905",0.55,9,296,1,76,1.007179593,0
"2906",0.55,9,296,0,76,0.975388231,0
"2907",0.55,9,296,1,76,1.006577782,0
"2908",0.55,9,296,1,76,1.010896027,0
"2909",0.55,9,296,0,76,0.998653334,0
"2910",0.55,9,296,0,76,1.000024167,0
"2911",0.55,9,301,1,76,1.009497786,0
"2912",0.55,9,301,1,76,1.011219224,0
"2913",0.55,10,301,1,76,1.006767478,0
"2914",0.55,9,301,0,76,0.989371133,0
"2915",0.55,9,301,1,76,1.008615182,0
"2916",0.55,9,301,0,76,0.975730747,0
"2917",0.55,9,301,1,76,1.006714358,0
"2918",0.55,9,301,1,76,1.010902413,0
"2919",0.55,9,301,0,76,0.998706541,0
"2920",0.55,9,301,0,76,0.999806792,0
"2921",0.55,9,306,1,76,1.009777358,0
"2922",0.55,8,306,1,76,1.009384687,0
"2923",0.55,9,306,1,76,1.008324325,0
"2924",0.55,9,306,0,76,0.98838339,0
"2925",0.55,9,306,1,76,1.008826332,0
"2926",0.55,9,306,0,76,0.976624686,0
"2927",0.55,9,306,1,76,1.006573171,0
"2928",0.55,9,306,1,76,1.011091345,0
"2929",0.55,9,306,0,76,0.998776882,0
"2930",0.55,9,306,0,76,1.000521613,0
"2931",0.55,8,311,1,76,1.010256626,0
"2932",0.55,8,311,1,76,1.009563188,0
"2933",0.55,9,311,1,76,1.008453052,0
"2934",0.55,9,311,0,76,0.988277249,0
"2935",0.55,9,311,1,76,1.009076011,0
"2936",0.55,9,311,0,76,0.977533818,0
"2937",0.55,9,311,1,76,1.006436206,0
"2938",0.55,9,311,1,76,1.011240321,0
"2939",0.55,9,311,0,76,0.998774804,0
"2940",0.55,9,311,0,76,1.001217528,0
"2941",0.55,8,316,1,76,1.007543345,0
"2942",0.55,9,316,1,76,1.012814841,0
"2943",0.55,9,316,1,76,1.008571428,0
"2944",0.55,9,316,0,76,0.988107866,0
"2945",0.55,9,316,1,76,1.009362673,0
"2946",0.55,9,316,0,76,0.978463378,0
"2947",0.55,9,316,1,76,1.006302888,0
"2948",0.55,9,316,1,76,1.009472419,0
"2949",0.55,9,316,0,76,1.000052523,0
"2950",0.55,9,316,0,76,1.000536733,0
"2951",0.55,6,321,1,76,1.008099369,0
"2952",0.55,9,321,1,76,1.013646433,0
"2953",0.55,9,321,1,76,1.008020602,0
"2954",0.55,9,321,0,76,0.989848483,0
"2955",0.55,9,321,1,76,1.009327486,0
"2956",0.55,9,321,0,76,0.973885073,0
"2957",0.55,9,321,1,76,1.008328967,0
"2958",0.55,9,321,1,76,1.009448786,0
"2959",0.55,9,321,0,76,1.000098125,0
"2960",0.55,9,321,0,76,1.000246621,0
"2961",0.55,6,326,1,76,1.008447614,0
"2962",0.55,6,326,0,76,0.996971392,0
"2963",0.55,6,326,1,76,1.00795223,0
"2964",0.55,7,326,0,76,0.994148338,0
"2965",0.55,9,326,1,76,1.010866704,0
"2966",0.55,9,326,0,76,0.988299206,0
"2967",0.55,9,326,1,76,1.008232634,0
"2968",0.55,9,326,1,76,1.009570244,0
"2969",0.55,9,326,0,76,1.000106083,0
"2970",0.55,9,326,0,76,1.000724578,0
"2971",0.55,6,331,1,76,1.008694233,0
"2972",0.55,6,331,1,76,1.009520229,0
"2973",0.55,6,331,1,76,1.008336627,0
"2974",0.55,7,331,0,76,0.994545169,0
"2975",0.55,7,331,1,76,1.0064351,0
"2976",0.55,9,331,0,76,0.988313381,0
"2977",0.55,9,331,1,76,1.008126935,0
"2978",0.55,9,331,1,76,1.009664125,0
"2979",0.55,9,331,0,76,1.000097725,0
"2980",0.55,9,331,0,76,1.001209115,0
"2981",0.55,6,336,1,76,1.008650166,0
"2982",0.55,6,336,1,76,1.009141005,0
"2983",0.55,6,336,1,76,1.008533948,0
"2984",0.55,7,336,0,76,0.994836293,0
"2985",0.55,7,336,1,76,1.006718663,0
"2986",0.55,6,336,0,76,0.985099229,0
"2987",0.55,9,336,1,76,1.008010515,0
"2988",0.55,9,336,1,76,1.009730708,0
"2989",0.55,9,336,0,76,1.00007328,0
"2990",0.55,9,336,0,76,1.001694178,0
"2991",0.55,6,341,1,76,1.009610945,0
"2992",0.55,6,341,1,76,1.00878978,0
"2993",0.55,6,341,1,76,1.008686148,0
"2994",0.55,7,341,0,76,0.995025233,0
"2995",0.55,6,341,0,76,1.000313973,0
"2996",0.55,6,341,1,76,1.007650892,0
"2997",0.55,6,341,1,76,1.008892777,0
"2998",0.55,9,341,1,76,1.009662457,0
"2999",0.55,9,341,0,76,1.000109251,0
"3000",0.55,9,341,0,76,1.001389565,0
"3001",0.55,6,346,1,76,1.009713732,0
"3002",0.55,6,346,1,76,1.009149152,0
